agency_cd,site_no,Date,Flow,Flow_cd,Turb,Turb_cd,80154,80154_cd,80155,80155_cd
USGS,01589035,2015-02-22,266,A e,7.8,A,17.8,A e,20.4,A e
USGS,01589035,2015-02-23,312,A e,5.8,A,15,A e,14.6,A e
USGS,01589035,2015-02-24,181,A e,3.6,A,8.5,A e,5.23,A e
USGS,01589035,2015-02-25,155,A e,3.6,A,6.6,A e,3.59,A e
USGS,01589035,2015-02-26,146,A e,4,A,5.8,A e,2.87,A e
USGS,01589035,2015-02-28,135,A e,7,A,9.7,A e,4.14,A e
USGS,01589035,2015-03-01,146,A e,7.8,A,10.8,A e,5.15,A e
USGS,01589035,2015-03-02,215,A e,14.2,A,19.5,A e,13.6,A e
USGS,01589035,2015-03-03,218,A e,33.2,A,32.7,A e,24.2,A e
USGS,01589035,2015-03-04,229,A e,15.3,A,22.7,A e,19.5,A e
USGS,01589035,2015-03-06,935,A,95.4,A,151,A,372,A
USGS,01589035,2015-03-07,538,A,44.3,A,57.9,A,85.8,A
USGS,01589035,2015-03-08,486,A,22.8,A,44.4,A,60.5,A
USGS,01589035,2015-03-09,780,A,54.2,A,103,A,243,A
USGS,01589035,2015-03-10,1320,A,145,A,301,A,1230,A
USGS,01589035,2015-03-11,3440,A,364,A,1070,A,10200,A
USGS,01589035,2015-03-12,2500,A,124,A,393,A,3110,A
USGS,01589035,2015-03-13,1400,A,39.1,A,114,A,440,A
USGS,01589035,2015-03-14,1910,A,83.7,A,271,A,1700,A
USGS,01589035,2015-03-15,1680,A,42.6,A,124,A,613,A
USGS,01589035,2015-03-16,1040,A,17.1,A,50.6,A,143,A
USGS,01589035,2015-03-17,773,A,12,A,39.5,A,82.7,A
USGS,01589035,2015-03-19,492,A,6.8,A,22.2,A,29.7,A
USGS,01589035,2015-03-20,511,A,6.6,A,19,A,26.2,A
USGS,01589035,2015-03-21,551,A,6.2,A,19,A,28.3,A
USGS,01589035,2015-03-22,538,A,6.3,A,17.2,A,25.1,A
USGS,01589035,2015-03-26,345,A,3.6,A,12.8,A,11.9,A
USGS,01589035,2015-03-28,546,A,14,A,30.7,A,47,A
USGS,01589035,2015-03-29,418,A,4.8,A,10.9,A,12.5,A
USGS,01589035,2015-03-30,361,A,3.6,A,9.7,A,9.47,A
USGS,01589035,2015-03-31,339,A,3.8,A,13.5,A,12.3,A
USGS,01589035,2015-04-01,323,A,3.2,A,16.2,A,14.2,A
USGS,01589035,2015-04-02,290,A,3.6,A,14.2,A,11.1,A
USGS,01589035,2015-04-03,281,A,3.5,A,11.5,A,8.74,A
USGS,01589035,2015-04-04,301,A,3.4,A,8.7,A,7.02,A
USGS,01589035,2015-04-05,258,A,3.3,A,8.1,A,5.62,A
USGS,01589035,2015-04-06,227,A,3.7,A,10.6,A,6.51,A
USGS,01589035,2015-04-07,214,A,4.5,A,12.8,A,7.39,A
USGS,01589035,2015-04-08,313,A,6.7,A,13.7,A,11.7,A
USGS,01589035,2015-04-09,284,A,5,A,7.4,A,5.64,A
USGS,01589035,2015-04-10,343,A,51.1,A,35.7,A,36.4,A
USGS,01589035,2015-04-11,269,A,5.6,A,11.3,A,8.21,A
USGS,01589035,2015-04-12,229,A,5.2,A,11,A,6.79,A
USGS,01589035,2015-04-13,198,A,7.2,A,11,A,5.89,A
USGS,01589035,2015-04-14,199,A,5.5,A,11,A,5.9,A
USGS,01589035,2015-04-15,205,A,5.6,A,7.7,A,4.3,A
USGS,01589035,2015-04-16,190,A,5.3,A,4.1,A,2.1,A
USGS,01589035,2015-04-18,188,A,4,A,7.7,A,3.91,A
USGS,01589035,2015-04-22,371,A,6.1,A,16.4,A,16.6,A
USGS,01589035,2015-04-23,321,A,3.7,A,11.4,A,9.93,A
USGS,01589035,2015-04-24,281,A,3.2,A,9.2,A,6.94,A
USGS,01589035,2015-05-29,110,A,2.2,A,3.4,A,1,A
USGS,01589035,2015-05-30,107,A,2.7,A,4.7,A,1.37,A
USGS,01589035,2015-05-31,105,A,3.5,A,4.3,A,1.22,A
USGS,01589035,2015-06-01,544,A,333,A,299,A,700,A
USGS,01589035,2015-06-02,1660,A,650,A,899,A,6300,A
USGS,01589035,2015-06-03,630,A,43.7,A,79.9,A,143,A
USGS,01589035,2015-06-04,408,A,19.2,A,37.4,A,41.7,A
USGS,01589035,2015-06-05,322,A,12.7,A,22.7,A,19.9,A
USGS,01589035,2015-06-06,258,A,9.8,A,10.8,A,7.61,A
USGS,01589035,2015-06-07,201,A,8,A,6.3,A,3.45,A
USGS,01589035,2015-06-08,173,A,8.4,A,7.7,A,7.46,A
USGS,01589035,2015-06-09,644,A,256,A,282,A,641,A
USGS,01589035,2015-06-10,268,A,25.8,A,33.2,A,25.2,A
USGS,01589035,2015-06-11,189,A,9.1,A,21.3,A,10.9,A
USGS,01589035,2015-06-12,151,A,6.6,A,13.5,A,5.57,A
USGS,01589035,2015-06-13,131,A,4.4,A,5.7,A,2.03,A
USGS,01589035,2015-06-14,137,A,5,A,5,A,1.86,A
USGS,01589035,2015-06-15,142,A,2.8,A,5.2,A,1.98,A
USGS,01589035,2015-06-16,180,A,6.2,A,10.1,A,5.42,A
USGS,01589035,2015-06-17,129,A,3.1,A,5.4,A,1.88,A
USGS,01589035,2015-06-18,245,A,15.1,A,20.1,A,13.4,A
USGS,01589035,2015-06-19,174,A,5,A,8.8,A,4.2,A
USGS,01589035,2015-06-20,159,A,10.2,A,10.9,A,5.73,A
USGS,01589035,2015-06-21,436,A,78.3,A,90,A,113,A
USGS,01589035,2015-06-22,267,A,21,A,26.9,A,20.5,A
USGS,01589035,2015-06-25,314,A,19.4,A,39.1,A,33.9,A
USGS,01589035,2015-06-26,360,A,20.3,A,43.3,A,42.3,A
USGS,01589035,2015-06-27,2280,A,475,A,844,A,13700,A
USGS,01589035,2015-07-02,334,A,8.3,A,6.1,A,5.52,A
USGS,01589035,2015-07-03,293,A,6.2,A,2.6,A,2.09,A
USGS,01589035,2015-07-04,258,A,5.6,A,13.9,A,9.72,A
USGS,01589035,2015-07-05,238,A,5,A,32.2,A,20.6,A
USGS,01589035,2015-07-06,247,A,38.8,A,41.8,A,39,A
USGS,01589035,2015-07-09,265,A,3.9,A,18.6,A,13.3,A
USGS,01589035,2015-07-10,240,A,2.5,A,16.2,A,10.5,A
USGS,01589035,2015-07-11,199,A,2.3,A,13.9,A,7.47,A
USGS,01589035,2015-07-12,166,A,2,A,11.5,A,5.17,A
USGS,01589035,2015-07-13,150,A,1,A,9.1,A,3.71,A
USGS,01589035,2015-07-14,143,A,0.7,A,6.8,A,2.62,A
USGS,01589035,2015-07-15,138,A,0.6,A,5.4,A,2,A
USGS,01589035,2015-07-16,141,A,1.8,A,6.3,A,2.4,A
USGS,01589035,2015-07-17,123,A,1.8,A,7.4,A,2.46,A
USGS,01589035,2015-07-18,134,A,4.8,A,8.5,A,3.07,A
USGS,01589035,2015-07-19,129,A,2.9,A,7.3,A,2.56,A
USGS,01589035,2015-07-20,123,A,1.2,A,5.9,A,1.97,A
USGS,01589035,2015-07-25,93.7,A,1.3,A,3.8,A,0.96,A
USGS,01589035,2015-07-26,91.6,A,2.8,A,5,A,1.24,A
USGS,01589035,2015-07-27,126,A,21,A,16.9,A,6.2,A
USGS,01589035,2015-07-28,99.6,A,1.5,A,3.9,A,1.06,A
USGS,01589035,2015-07-29,173,A,45.3,A,40.5,A,39.9,A
USGS,01589035,2015-07-30,129,A,12.3,A,11.1,A,4.22,A
USGS,01589035,2015-08-02,86.3,A,3.3,A,6.6,A,1.54,A
USGS,01589035,2015-08-03,80.8,A,1.6,A,2.9,A,0.64,A
USGS,01589035,2015-08-04,111,A,16.7,A,14.9,A,5.34,A
USGS,01589035,2015-08-05,92.5,A,8.7,A,8.9,A,2.44,A
USGS,01589035,2015-08-06,80.4,A,6.4,A,2.6,A,0.56,A
USGS,01589035,2015-08-07,77.3,A,2.5,A,3.5,A,0.73,A
USGS,01589035,2015-08-08,76.4,A,3.6,A,2,A,0.41,A
USGS,01589035,2015-08-09,72.8,A,2.4,A,1.2,A,0.24,A
USGS,01589035,2015-08-12,90.4,A,1.2,A,3.3,A,0.8,A
USGS,01589035,2015-08-13,70.6,A,0.9,A,4.4,A,0.83,A
USGS,01589035,2015-08-14,65.8,A,1.9,A,3.8,A,0.67,A
USGS,01589035,2015-08-15,64.1,A,2.4,A,1.9,A,0.33,A
USGS,01589035,2015-08-21,124,A,13.3,A,13.6,A,6.32,A
USGS,01589035,2015-08-22,65.9,A,3.3,A,3.8,A,0.68,A
USGS,01589035,2015-08-25,119,A,13.4,A,13.3,A,5.9,A
USGS,01589035,2015-08-26,58,A,2.9,A,4.4,A,0.69,A
USGS,01589035,2015-09-11,84.9,A,7.9,A,11.9,A,3.27,A
USGS,01589035,2015-09-13,115,A,6.6,A,10.5,A,3.45,A
USGS,01589035,2015-09-30,1190,A,844,A,783,A,3800,A
USGS,01589035,2015-10-04,249,A,15.1,A,21.3,A,14.9,A
USGS,01589035,2015-10-05,186,A,6.3,A,8.8,A,4.48,A
USGS,01589035,2015-10-06,151,A,4.1,A,5.1,A,2.11,A
USGS,01589035,2015-10-07,125,A,3.1,A,3.8,A,1.29,A
USGS,01589035,2015-10-08,108,A,3.8,A,3.5,A,1,A
USGS,01589035,2015-10-09,116,A,14.1,A,11.6,A,4.93,A
USGS,01589035,2015-10-10,141,A,12.1,A,9.8,A,3.75,A
USGS,01589035,2015-10-11,107,A,3,A,2.9,A,0.86,A
USGS,01589035,2015-10-12,92.5,A,1.6,A,1.2,A,0.3,A
USGS,01589035,2015-10-15,72.9,A,1.7,A,2,A,0.39,A
USGS,01589035,2015-10-16,70.2,A,1.6,A,2,A,0.38,A
USGS,01589035,2015-10-17,69.2,A,1.9,A,2.2,A,0.42,A
USGS,01589035,2015-10-18,66.1,A,1.2,A,0.9,A,0.17,A
USGS,01589035,2015-10-19,65,A,1,A,0.8,A,0.14,A
USGS,01589035,2015-10-20,65.4,A,1,A,0.8,A,0.15,A
USGS,01589035,2015-10-21,65.3,A,0.9,A,1,A,0.18,A
USGS,01589035,2015-10-22,64.8,A,0.9,A,0.9,A,0.16,A
USGS,01589035,2015-10-23,64.2,A,0.9,A,0.8,A,0.14,A
USGS,01589035,2015-10-24,63,A,0.9,A,0.8,A,0.13,A
USGS,01589035,2015-10-25,63,A,1.1,A,0.9,A,0.15,A
USGS,01589035,2015-10-26,62.8,A,0.9,A,1,A,0.16,A
USGS,01589035,2015-10-27,62.4,A,0.9,A,0.9,A,0.15,A
USGS,01589035,2015-10-28,123,A,5,A,7.1,A,3.7,A
USGS,01589035,2015-10-29,931,A,216,A,350,A,1170,A
USGS,01589035,2015-10-30,504,A,25.5,A,48.1,A,70.7,A
USGS,01589035,2015-10-31,315,A,7.7,A,14.1,A,12.4,A
USGS,01589035,2015-11-01,219,A,4.3,A,6.4,A,3.82,A
USGS,01589035,2015-11-02,168,A,3,A,4.7,A,2.17,A
USGS,01589035,2015-11-03,119,A,2.4,A,2.6,A,0.85,A
USGS,01589035,2015-11-04,95.5,A,2.7,A,3,A,0.77,A
USGS,01589035,2015-11-05,95.7,A,2.1,A,2.3,A,0.59,A
USGS,01589035,2015-11-06,91.3,A,2.2,A,2,A,0.49,A
USGS,01589035,2015-11-07,84.8,A,1.6,A,2,A,0.46,A
USGS,01589035,2015-11-09,76,A,1.4,A,1.9,A,0.4,A
USGS,01589035,2015-11-10,251,A,7.2,A,10.9,A,7.58,A
USGS,01589035,2015-11-11,191,A,3,A,4.6,A,2.46,A
USGS,01589035,2015-11-12,152,A,2,A,3.1,A,1.29,A
USGS,01589035,2015-11-13,144,A,1.6,A,2.5,A,0.98,A
USGS,01589035,2015-11-14,126,A,1.3,A,2,A,0.68,A
USGS,01589035,2015-11-15,109,A,1.2,A,1.4,A,0.43,A
USGS,01589035,2015-11-16,90.1,A,1,A,1,A,0.24,A
USGS,01589035,2015-11-17,87.5,A,0.9,A,1.2,A,0.29,A
USGS,01589035,2015-11-18,83.9,A,0.9,A,1,A,0.23,A
USGS,01589035,2015-11-19,114,A,2,A,2.5,A,0.99,A
USGS,01589035,2015-11-20,142,A,7.1,A,3.4,A,1.33,A
USGS,01589035,2015-11-21,102,A,1.3,A,1.8,A,0.5,A
USGS,01589035,2015-11-22,90.5,A,1.1,A,1.2,A,0.29,A
USGS,01589035,2015-11-24,81.2,A,1,A,1,A,0.22,A
USGS,01589035,2015-11-27,76.7,A,1,A,1,A,0.21,A
USGS,01589035,2015-11-28,76.9,A,1,A,1,A,0.21,A
USGS,01589035,2015-11-29,123,A,1.5,A,2.3,A,0.81,A
USGS,01589035,2015-11-30,124,A,1.3,A,2.2,A,0.75,A
USGS,01589035,2015-12-01,348,A,22.3,A,39.7,A,65.7,A
USGS,01589035,2015-12-02,363,A,12,A,21.3,A,23,A
USGS,01589035,2015-12-03,309,A,7.5,A,13.2,A,11.2,A
USGS,01589035,2015-12-04,244,A,2.7,A,5.1,A,3.44,A
USGS,01589035,2015-12-05,204,A,1.9,A,3.5,A,1.91,A
USGS,01589035,2015-12-06,182,A,1.6,A,3,A,1.48,A
USGS,01589035,2015-12-07,163,A,1.6,A,2.7,A,1.17,A
USGS,01589035,2015-12-08,149,A,1.4,A,2,A,0.81,A
USGS,01589035,2015-12-09,140,A,1.5,A,2,A,0.76,A
USGS,01589035,2015-12-10,134,A,1.2,A,2,A,0.72,A
USGS,01589035,2015-12-11,124,A,1.1,A,2,A,0.67,A
USGS,01589035,2015-12-12,122,A,1.1,A,2,A,0.66,A
USGS,01589035,2015-12-13,119,A,1.3,A,1.9,A,0.61,A
USGS,01589035,2015-12-14,112,A,1.5,A,2.2,A,0.68,A
USGS,01589035,2015-12-15,127,A,1.3,A,2,A,0.7,A
USGS,01589035,2015-12-16,129,A,1.2,A,1.8,A,0.64,A
USGS,01589035,2015-12-17,154,A,2.2,A,3.4,A,1.72,A
USGS,01589035,2015-12-18,186,A,2.8,A,4.5,A,2.26,A
USGS,01589035,2015-12-19,152,A,1.5,A,2.3,A,0.95,A
USGS,01589035,2015-12-20,125,A,1.1,A,1.9,A,0.66,A
USGS,01589035,2015-12-21,115,A,1,A,1.5,A,0.46,A
USGS,01589035,2015-12-22,119,A,1,A,1.3,A,0.42,A
USGS,01589035,2015-12-23,229,A,8.8,A,13.8,A,14.2,A
USGS,01589035,2015-12-24,482,A,13.4,A,27.8,A,36.9,A
USGS,01589035,2015-12-27,520,A,15.7,A,33,A,48,A
USGS,01589035,2015-12-28,398,A,6.2,A,14,A,15.3,A
USGS,01589035,2015-12-29,698,A,22.1,A,53.4,A,106,A
USGS,01589035,2015-12-30,561,A,12.2,A,29.1,A,45.5,A
USGS,01589035,2015-12-31,462,A,5.1,A,13.2,A,16.6,A
USGS,01589035,2016-01-01,369,A,3.6,A,8.7,A,8.7,A
USGS,01589035,2016-01-02,306,A,2.8,A,6.2,A,5.16,A
USGS,01589035,2016-01-03,273,A,2.6,A,5.3,A,3.88,A
USGS,01589035,2016-01-04,252,A,2.6,A,5.6,A,3.82,A
USGS,01589035,2016-01-05,225,A,2.9,A,4.8,A,2.91,A
USGS,01589035,2016-01-06,171,A,5.7,A,6.6,A,3.04,A
USGS,01589035,2016-01-07,171,A,4.5,A,6.1,A,2.81,A
USGS,01589035,2016-01-08,171,A,4.6,A,6.3,A,2.92,A
USGS,01589035,2016-01-09,179,A,4.2,A,5.4,A,2.63,A
USGS,01589035,2016-01-11,561,A,26.1,A,52.3,A,84.5,A
USGS,01589035,2016-01-14,259,A,3.4,A,6.1,A,4.31,A
USGS,01589035,2016-01-15,227,A,3.8,A,6.5,A,3.95,A
USGS,01589035,2016-01-16,340,A,8.2,A,15.2,A,14.1,A
USGS,01589035,2016-01-17,311,A,6.1,A,11.2,A,9.51,A
USGS,01589035,2016-01-18,280,A,4.2,A,8.6,A,6.49,A
USGS,01589035,2016-01-21,178,A e,3.8,A,4.4,A e,2.17,A e
USGS,01589035,2016-01-22,168,A e,55.5,A,26.2,A e,11.3,A e
USGS,01589035,2016-01-23,251,A e,25.9,A,21,A e,14.8,A e
USGS,01589035,2016-01-24,498,A e,9.2,A,22.6,A e,32.8,A e
USGS,01589035,2016-01-25,340,A e,4.6,A,11.8,A e,13.5,A e
USGS,01589035,2016-01-26,301,A e,5,A,10.8,A e,9.6,A e
USGS,01589035,2016-01-27,290,A e,8,A,16.1,A e,13.7,A e
USGS,01589035,2016-01-28,230,A e,6.4,A,10.3,A e,7.22,A e
USGS,01589035,2016-01-29,230,A e,14.1,A,16.8,A e,10.5,A e
USGS,01589035,2016-01-30,211,A e,34.6,A,31.8,A e,21.9,A e
USGS,01589035,2016-01-31,211,A,4.8,A,7.3,A,4.23,A
USGS,01589035,2016-02-01,338,A,14.5,A,23.8,A,25.9,A
USGS,01589035,2016-02-02,486,A,18.5,A,35.8,A,47.2,A
USGS,01589035,2016-02-03,1200,A,119,A,398,A,3220,A
USGS,01589035,2016-02-04,3370,A,277,A,1080,A,10800,A
USGS,01589035,2016-02-05,1850,A,51.1,A,201,A,1050,A
USGS,01589035,2016-02-06,1100,A,23.3,A,73.8,A,223,A
USGS,01589035,2016-02-07,814,A,12.4,A,39.5,A,88.1,A
USGS,01589035,2016-02-08,653,A,8.4,A,24.5,A,43.4,A
USGS,01589035,2016-02-09,651,A,7.2,A,20.6,A,36.3,A
USGS,01589035,2016-02-10,616,A,6.6,A,20.4,A,34.1,A
USGS,01589035,2016-02-11,508,A,5,A,13.7,A,19,A
USGS,01589035,2016-02-12,414,A,4.7,A,10.4,A,11.6,A
USGS,01589035,2016-02-15,318,A,4.7,A,9.3,A,7.99,A
USGS,01589035,2016-02-16,1040,A,87.5,A,195,A,848,A
USGS,01589035,2016-02-17,1210,A,83.5,A,160,A,588,A
USGS,01589035,2016-02-18,803,A,14.3,A,26.9,A,59,A
USGS,01589035,2016-02-19,589,A,8.2,A,19,A,30.4,A
USGS,01589035,2016-02-20,511,A,5.3,A,14.5,A,20,A
USGS,01589035,2016-02-21,523,A,5.2,A,14.6,A,20.6,A
USGS,01589035,2016-02-22,527,A,5,A,14.3,A,20.4,A
USGS,01589035,2016-02-23,653,A,14.7,A,38.4,A,79,A
USGS,01589035,2016-02-24,1410,A,175,A,593,A,5620,A
USGS,01589035,2016-02-25,2410,A,361,A,1100,A,8490,A
USGS,01589035,2016-02-26,1230,A,31.8,A,103,A,354,A
USGS,01589035,2016-02-27,847,A,14.5,A,44.6,A,103,A
USGS,01589035,2016-02-28,702,A,9,A,27.1,A,51.6,A
USGS,01589035,2016-02-29,621,A,7.5,A,21.7,A,36.4,A
USGS,01589035,2016-03-01,552,A,6.2,A,17.9,A,26.7,A
USGS,01589035,2016-03-02,562,A,6.4,A,17.5,A,26.6,A
USGS,01589035,2016-03-03,477,A,4.9,A,14,A,18.1,A
USGS,01589035,2016-03-04,476,A,3.9,A,11.2,A,14.4,A
USGS,01589035,2016-03-05,446,A,3.3,A,9.2,A,11.1,A
USGS,01589035,2016-03-06,416,A,3.2,A,7.7,A,8.62,A
USGS,01589035,2016-03-07,392,A,2.8,A,6.9,A,7.29,A
USGS,01589035,2016-03-08,380,A,2.5,A,6.1,A,6.29,A
USGS,01589035,2016-03-09,367,A,2.3,A,6,A,5.94,A
USGS,01589035,2016-03-10,352,A,2.1,A,6,A,5.65,A
USGS,01589035,2016-03-11,344,A,1.9,A,5.3,A,4.9,A
USGS,01589035,2016-03-12,328,A,1.9,A,5,A,4.43,A
USGS,01589035,2016-03-13,351,A,3,A,8,A,8.04,A
USGS,01589035,2016-03-14,717,A,20.7,A,51.7,A,104,A
USGS,01589035,2016-03-15,573,A,8.8,A,22.4,A,35.6,A
USGS,01589035,2016-03-16,477,A,3,A,9,A,11.7,A
USGS,01589035,2016-03-17,415,A,2.3,A,6.5,A,7.38,A
USGS,01589035,2016-03-18,373,A,2,A,5,A,5.03,A
USGS,01589035,2016-03-19,360,A,2,A,5.4,A,5.25,A
USGS,01589035,2016-03-20,412,A,2.3,A,7,A,7.76,A
USGS,01589035,2016-03-21,369,A,1.9,A,5.3,A,5.26,A
USGS,01589035,2016-03-22,326,A,1.7,A,4.2,A,3.72,A
USGS,01589035,2016-03-23,311,A,1.6,A,4,A,3.36,A
USGS,01589035,2016-03-24,312,A,1.5,A,4,A,3.37,A
USGS,01589035,2016-03-25,307,A,1.5,A,4.1,A,3.4,A
USGS,01589035,2016-03-26,295,A,1.7,A,3.9,A,3.16,A
USGS,01589035,2016-03-27,269,A,1.6,A,3.8,A,2.79,A
USGS,01589035,2016-03-28,388,A,7.1,A,14.5,A,16,A
USGS,01589035,2016-03-29,352,A,2.8,A,6.8,A,6.56,A
USGS,01589035,2016-03-30,284,A,1.7,A,4.1,A,3.16,A
USGS,01589035,2016-03-31,271,A,1.5,A,3.6,A,2.6,A
USGS,01589035,2016-04-01,271,A,3,A,5.7,A,4.38,A
USGS,01589035,2016-04-02,292,A,2,A,4.8,A,3.76,A
USGS,01589035,2016-04-03,314,A,2,A,5,A,4.22,A
USGS,01589035,2016-04-04,250,A,1.4,A,3.4,A,2.33,A
USGS,01589035,2016-04-05,278,A,1.6,A,3.6,A,2.74,A
USGS,01589035,2016-04-06,226,A,1.3,A,3,A,1.86,A
USGS,01589035,2016-04-07,583,A,77.1,A,134,A,319,A
USGS,01589035,2016-04-08,665,A,31.8,A,67.7,A,131,A
USGS,01589035,2016-04-09,522,A,6.2,A,18.8,A,26.5,A
USGS,01589035,2016-04-10,436,A,4,A,10.5,A,12.6,A
USGS,01589035,2016-04-11,359,A,2.5,A,7.3,A,7.12,A
USGS,01589035,2016-04-12,331,A,2.1,A,6.5,A,5.78,A
USGS,01589035,2016-04-13,294,A,1.8,A,5.4,A,4.31,A
USGS,01589035,2016-04-14,275,A,1.7,A,3.9,A,2.88,A
USGS,01589035,2016-04-15,250,A,1.6,A,3,A,2.04,A
USGS,01589035,2016-04-16,239,A,1.5,A,3,A,1.94,A
USGS,01589035,2016-04-17,231,A,1.6,A,3,A,1.87,A
USGS,01589035,2016-04-18,220,A,1.7,A,3,A,1.78,A
USGS,01589035,2016-04-19,211,A,1.8,A,3,A,1.71,A
USGS,01589035,2016-04-20,201,A,1.8,A,3,A,1.63,A
USGS,01589035,2016-04-21,180,A,1.6,A,3,A,1.46,A
USGS,01589035,2016-04-22,177,A,1.6,A,3,A,1.44,A
USGS,01589035,2016-04-23,203,A,1.9,A,3,A,1.64,A
USGS,01589035,2016-04-24,207,A,1.9,A,3,A,1.68,A
USGS,01589035,2016-04-25,180,A,1.5,A,3,A,1.46,A
USGS,01589035,2016-04-26,177,A,1.9,A,3,A,1.44,A
USGS,01589035,2016-04-27,173,A,1.8,A,3,A,1.4,A
USGS,01589035,2016-04-28,189,A,2.9,A,4.4,A,2.31,A
USGS,01589035,2016-04-29,201,A,2.3,A,4.6,A,2.52,A
USGS,01589035,2016-04-30,196,A,2.3,A,4,A,2.12,A
USGS,01589035,2016-05-01,271,A,5.5,A,9.8,A,7.83,A
USGS,01589035,2016-05-02,372,A,30.9,A,43.8,A,74.4,A
USGS,01589035,2016-05-03,392,A,23.7,A,34.8,A,41.9,A
USGS,01589035,2016-05-04,367,A,6.4,A,13,A,12.9,A
USGS,01589035,2016-05-05,323,A,5.6,A,10.8,A,9.45,A
USGS,01589035,2016-05-06,574,A,30.8,A,65.5,A,143,A
USGS,01589035,2016-05-07,861,A,40.1,A,94.9,A,228,A
USGS,01589035,2016-05-08,574,A,12.2,A,30.6,A,48.3,A
USGS,01589035,2016-05-09,417,A,8.4,A,18.3,A,20.7,A
USGS,01589035,2016-05-10,348,A,8.9,A,16.5,A,15.5,A
USGS,01589035,2016-05-11,449,A,31.6,A,55.3,A,69.9,A
USGS,01589035,2016-05-12,374,A,8.5,A,18,A,18.5,A
USGS,01589035,2016-05-13,325,A,4.3,A,9.1,A,8.03,A
USGS,01589035,2016-05-14,304,A,4.2,A,8.6,A,7.06,A
USGS,01589035,2016-05-15,288,A,4.1,A,8,A,6.22,A
USGS,01589035,2016-05-16,240,A,3.7,A,6.1,A,3.97,A
USGS,01589035,2016-05-17,228,A,2.8,A,5.4,A,3.36,A
USGS,01589035,2016-05-18,240,A,3,A,5.5,A,3.56,A
USGS,01589035,2016-05-19,222,A,2.9,A,5.2,A,3.14,A
USGS,01589035,2016-05-20,204,A,2.2,A,3.9,A,2.14,A
USGS,01589035,2016-05-21,224,A,2.7,A,5.1,A,3.19,A
USGS,01589035,2016-05-22,281,A,3.6,A,7.4,A,5.66,A
USGS,01589035,2016-05-23,340,A,7.3,A,14.6,A,13.8,A
USGS,01589035,2016-05-24,297,A,5,A,9.8,A,8.08,A
USGS,01589035,2016-05-25,235,A,4.1,A,7.4,A,4.71,A
USGS,01589035,2016-05-26,197,A,4,A,6.1,A,3.25,A
USGS,01589035,2016-05-27,173,A,4.4,A,6.1,A,2.86,A
USGS,01589035,2016-05-30,255,A,23.1,A,27.7,A,20.8,A
USGS,01589035,2016-05-31,178,A,9.3,A,11.3,A,5.47,A
USGS,01589035,2016-06-11,112,A,2.2,A,2.8,A,0.85,A
USGS,01589035,2016-06-12,103,A,2.5,A,3.2,A,0.9,A
USGS,01589035,2016-06-13,99.3,A,1.3,A,1.7,A,0.44,A
USGS,01589035,2016-06-14,94.9,A,1.2,A,1,A,0.26,A
USGS,01589035,2016-06-15,94.2,A,1.1,A,1.2,A,0.3,A
USGS,01589035,2016-06-16,133,A,2.5,A,3.6,A,1.35,A
USGS,01589035,2016-06-17,187,A,6.8,A,9.7,A,5.47,A
USGS,01589035,2016-06-18,116,A,3.2,A,3.5,A,1.07,A
USGS,01589035,2016-06-19,99.4,A,2.7,A,2.9,A,0.78,A
USGS,01589035,2016-06-20,94.5,A,1.6,A,1.9,A,0.48,A
USGS,01589035,2016-06-21,318,A,168,A,184,A,387,A
USGS,01589035,2016-06-22,265,A,54.1,A,54.5,A,49.9,A
USGS,01589035,2016-06-23,146,A,38.3,A,27.9,A,23.5,A
USGS,01589035,2016-06-24,474,A,145,A,164,A,244,A
USGS,01589035,2016-06-25,244,A,62.1,A,57.2,A,47.2,A
USGS,01589035,2016-06-26,132,A,11.9,A,10.4,A,3.79,A
USGS,01589035,2016-06-27,112,A,7,A,6.4,A,1.93,A
USGS,01589035,2016-06-28,212,A,44.3,A,52.2,A,81.4,A
USGS,01589035,2016-06-29,232,A,39.7,A,40.7,A,30.6,A
USGS,01589035,2016-07-13,77.9,A,1.9,A,2,A,0.42,A
USGS,01589035,2016-07-14,76.3,A,2.3,A,2,A,0.41,A
USGS,01589035,2016-07-15,73.2,A,2,A,2,A,0.4,A
USGS,01589035,2016-07-16,70.4,A,2.9,A,2,A,0.38,A
USGS,01589035,2016-07-17,69.1,A,3.3,A,2,A,0.37,A
USGS,01589035,2016-07-18,67.2,A,2.1,A,2,A,0.36,A
USGS,01589035,2016-07-19,67.9,A,2.1,A,2.1,A,0.38,A
USGS,01589035,2016-07-20,65.8,A,2.4,A,2.3,A,0.4,A
USGS,01589035,2016-07-21,64.1,A,2.6,A,2.5,A,0.43,A
USGS,01589035,2016-07-22,63.3,A,2.2,A,2.7,A,0.46,A
USGS,01589035,2016-07-23,62.8,A,4.2,A,2.9,A,0.49,A
USGS,01589035,2016-07-24,62.5,A,4.3,A,3,A,0.51,A
USGS,01589035,2016-07-25,62.2,A,3.1,A,3,A,0.5,A
USGS,01589035,2016-07-26,62.2,A,3,A,3,A,0.5,A
USGS,01589035,2016-07-27,61.2,A,2.7,A,3,A,0.5,A
USGS,01589035,2016-07-28,97,A,35.1,A,26.5,A,12.6,A
USGS,01589035,2016-07-29,261,A,101,A,95.9,A,106,A
USGS,01589035,2016-07-30,3610,A,381,A,2760,A,156000,A
